Time (s),Trigger
0.7265625,0.0
0.73046875,0.0
0.734375,0.0
0.73828125,0.0
0.7421875,0.0
0.74609375,0.0
0.75,0.0
0.75390625,0.0
0.7578125,0.0
0.76171875,0.0
0.765625,0.0
0.76953125,0.0
0.7734375,0.0
0.77734375,0.0
0.78125,0.0
0.78515625,0.0
0.7890625,0.0
0.79296875,0.0
0.796875,0.0
0.80078125,0.0
0.8046875,0.0
0.80859375,0.0
0.8125,0.0
0.81640625,0.0
0.8203125,0.0
0.82421875,0.0
0.828125,0.0
0.83203125,0.0
0.8359375,0.0
0.83984375,0.0
0.84375,0.0
0.84765625,0.0
0.8515625,0.0
0.85546875,0.0
0.859375,0.0
0.86328125,0.0
0.8671875,0.0
0.87109375,0.0
0.875,0.0
0.87890625,0.0
0.8828125,0.0
0.88671875,0.0
0.890625,0.0
0.89453125,0.0
0.8984375,0.0
0.90234375,0.0
0.90625,0.0
0.91015625,0.0
0.9140625,0.0
0.91796875,0.0
0.921875,0.0
0.92578125,0.0
0.9296875,0.0
0.93359375,0.0
0.9375,0.0
0.94140625,0.0
0.9453125,0.0
0.94921875,0.0
0.953125,0.0
0.95703125,0.0
0.9609375,0.0
0.96484375,0.0
0.96875,0.0
0.97265625,0.0
0.9765625,0.0
0.98046875,0.0
0.984375,0.0
0.98828125,0.0
0.9921875,0.0
0.99609375,0.0
1.0,0.0
1.00390625,0.0
1.0078125,0.0
1.01171875,0.0
1.015625,0.0
1.01953125,0.0
1.0234375,0.0
1.02734375,0.0
1.03125,0.0
1.03515625,0.0
1.0390625,0.0
1.04296875,0.0
1.046875,0.0
1.05078125,0.0
1.0546875,0.0
1.05859375,0.0
1.0625,0.0
1.06640625,0.0
1.0703125,0.0
1.07421875,0.0
1.078125,0.0
1.08203125,0.0
1.0859375,0.0
1.08984375,0.0
1.09375,0.0
1.09765625,0.0
1.1015625,0.0
1.10546875,0.0
1.109375,0.0
1.11328125,0.0
1.1171875,0.0
1.12109375,0.0
1.125,0.0
1.12890625,0.0
1.1328125,0.0
1.13671875,0.0
1.140625,0.0
1.14453125,0.0
1.1484375,0.0
1.15234375,0.0
1.15625,0.0
1.16015625,0.0
1.1640625,0.0
1.16796875,0.0
1.171875,0.0
1.17578125,0.0
1.1796875,0.0
1.18359375,0.0
1.1875,0.0
1.19140625,0.0
1.1953125,0.0
1.19921875,0.0
1.203125,0.0
1.20703125,0.0
1.2109375,0.0
1.21484375,0.0
1.21875,0.0
1.22265625,0.0
1.2265625,0.0
1.23046875,0.0
1.234375,0.0
1.23828125,0.0
1.2421875,0.0
1.24609375,0.0
1.25,0.0
1.25390625,0.0
1.2578125,0.0
1.26171875,0.0
1.265625,0.0
1.26953125,0.0
1.2734375,0.0
1.27734375,0.0
1.28125,0.0
1.28515625,0.0
1.2890625,0.0
1.29296875,0.0
1.296875,0.0
1.30078125,0.0
1.3046875,0.0
1.30859375,0.0
1.3125,0.0
1.31640625,0.0
1.3203125,0.0
1.32421875,0.0
1.328125,0.0
1.33203125,0.0
1.3359375,0.0
1.33984375,0.0
1.34375,0.0
1.34765625,0.0
1.3515625,0.0
1.35546875,0.0
1.359375,0.0
1.36328125,0.0
1.3671875,0.0
1.37109375,0.0
1.375,0.0
1.37890625,0.0
1.3828125,0.0
1.38671875,0.0
1.390625,0.0
1.39453125,0.0
1.3984375,0.0
1.40234375,0.0
1.40625,0.0
1.41015625,0.0
1.4140625,0.0
1.41796875,0.0
1.421875,0.0
1.42578125,0.0
1.4296875,0.0
1.43359375,0.0
1.4375,0.0
1.44140625,0.0
1.4453125,0.0
1.44921875,0.0
1.453125,0.0
1.45703125,0.0
1.4609375,0.0
1.46484375,0.0
1.46875,0.0
1.47265625,0.0
1.4765625,0.0
1.48046875,0.0
1.484375,0.0
1.48828125,0.0
1.4921875,0.0
1.49609375,0.0
1.5,0.0
1.50390625,0.0
1.5078125,0.0
1.51171875,0.0
1.515625,0.0
1.51953125,0.0
1.5234375,0.0
1.52734375,0.0
1.53125,0.0
1.53515625,0.0
1.5390625,0.0
1.54296875,0.0
1.546875,0.0
1.55078125,0.0
1.5546875,0.0
1.55859375,0.0
1.5625,0.0
1.56640625,0.0
1.5703125,0.0
1.57421875,0.0
1.578125,0.0
1.58203125,0.0
1.5859375,0.0
1.58984375,0.0
1.59375,0.0
1.59765625,0.0
1.6015625,0.0
1.60546875,0.0
1.609375,0.0
1.61328125,0.0
1.6171875,0.0
1.62109375,0.0
1.625,0.0
1.62890625,0.0
1.6328125,0.0
1.63671875,0.0
1.640625,0.0
1.64453125,0.0
1.6484375,0.0
1.65234375,0.0
1.65625,0.0
1.66015625,0.0
1.6640625,0.0
1.66796875,0.0
1.671875,0.0
1.67578125,0.0
1.6796875,0.0
1.68359375,0.0
1.6875,0.0
1.69140625,0.0
1.6953125,0.0
1.69921875,0.0
1.703125,0.0
1.70703125,0.0
1.7109375,0.0
1.71484375,0.0
1.71875,0.0
1.72265625,0.0
1.7265625,0.0
1.73046875,0.0
1.734375,0.0
1.73828125,0.0
1.7421875,0.0
1.74609375,0.0
1.75,0.0
1.75390625,0.0
1.7578125,0.0
1.76171875,0.0
1.765625,0.0
1.76953125,0.0
1.7734375,0.0
1.77734375,0.0
1.78125,0.0
1.78515625,0.0
1.7890625,0.0
1.79296875,0.0
1.796875,0.0
1.80078125,0.0
1.8046875,0.0
1.80859375,0.0
1.8125,0.0
1.81640625,0.0
1.8203125,0.0
1.82421875,0.0
1.828125,0.0
1.83203125,0.0
1.8359375,0.0
1.83984375,0.0
1.84375,0.0
1.84765625,0.0
1.8515625,0.0
1.85546875,0.0
1.859375,0.0
1.86328125,0.0
1.8671875,0.0
1.87109375,0.0
1.875,0.0
1.87890625,0.0
1.8828125,0.0
1.88671875,0.0
1.890625,0.0
1.89453125,0.0
1.8984375,0.0
1.90234375,0.0
1.90625,0.0
1.91015625,0.0
1.9140625,0.0
1.91796875,0.0
1.921875,0.0
1.92578125,0.0
1.9296875,0.0
1.93359375,0.0
1.9375,0.0
1.94140625,0.0
1.9453125,0.0
1.94921875,0.0
1.953125,0.0
1.95703125,0.0
1.9609375,0.0
1.96484375,0.0
1.96875,0.0
1.97265625,0.0
1.9765625,0.0
1.98046875,0.0
1.984375,0.0
1.98828125,0.0
1.9921875,0.0
1.99609375,0.0
2.0,0.0
2.00390625,0.0
2.0078125,0.0
2.01171875,0.0
2.015625,0.0
2.01953125,0.0
2.0234375,0.0
2.02734375,0.0
2.03125,0.0
2.03515625,0.0
2.0390625,0.0
2.04296875,0.0
2.046875,0.0
2.05078125,0.0
2.0546875,0.0
2.05859375,0.0
2.0625,0.0
2.06640625,0.0
2.0703125,0.0
2.07421875,0.0
2.078125,0.0
2.08203125,0.0
2.0859375,0.0
2.08984375,0.0
2.09375,0.0
2.09765625,0.0
2.1015625,0.0
2.10546875,0.0
2.109375,0.0
2.11328125,0.0
2.1171875,0.0
2.12109375,0.0
2.125,0.0
2.12890625,0.0
2.1328125,0.0
2.13671875,0.0
2.140625,0.0
2.14453125,0.0
2.1484375,0.0
2.15234375,0.0
2.15625,0.0
2.16015625,0.0
2.1640625,0.0
2.16796875,0.0
2.171875,0.0
2.17578125,0.0
2.1796875,0.0
2.18359375,0.0
2.1875,0.0
2.19140625,0.0
2.1953125,0.0
2.19921875,0.0
2.203125,0.0
2.20703125,0.0
2.2109375,0.0
2.21484375,0.0
2.21875,0.0
2.22265625,0.0
2.2265625,0.0
2.23046875,0.0
2.234375,0.0
2.23828125,0.0
2.2421875,0.0
2.24609375,0.0
2.25,0.0
2.25390625,0.0
2.2578125,0.0
2.26171875,0.0
2.265625,0.0
2.26953125,0.0
2.2734375,0.0
2.27734375,0.0
2.28125,0.0
2.28515625,0.0
2.2890625,0.0
2.29296875,0.0
2.296875,0.0
2.30078125,0.0
2.3046875,0.0
2.30859375,0.0
2.3125,0.0
2.31640625,0.0
2.3203125,0.0
2.32421875,0.0
2.328125,0.0
2.33203125,0.0
2.3359375,0.0
2.33984375,0.0
2.34375,0.0
2.34765625,0.0
2.3515625,0.0
2.35546875,0.0
2.359375,0.0
2.36328125,0.0
2.3671875,0.0
2.37109375,0.0
2.375,0.0
2.37890625,0.0
2.3828125,0.0
2.38671875,0.0
2.390625,0.0
2.39453125,0.0
2.3984375,0.0
2.40234375,0.0
2.40625,0.0
2.41015625,0.0
2.4140625,0.0
2.41796875,0.0
2.421875,0.0
2.42578125,0.0
2.4296875,0.0
2.43359375,0.0
2.4375,0.0
2.44140625,0.0
2.4453125,0.0
2.44921875,0.0
2.453125,0.0
2.45703125,0.0
2.4609375,0.0
2.46484375,0.0
2.46875,0.0
2.47265625,0.0
2.4765625,0.0
2.48046875,0.0
2.484375,0.0
2.48828125,0.0
2.4921875,0.0
2.49609375,0.0
2.5,0.0
2.50390625,0.0
2.5078125,0.0
2.51171875,0.0
2.515625,0.0
2.51953125,0.0
2.5234375,0.0
2.52734375,0.0
2.53125,0.0
2.53515625,0.0
2.5390625,0.0
2.54296875,0.0
2.546875,0.0
2.55078125,0.0
2.5546875,0.0
2.55859375,0.0
2.5625,0.0
2.56640625,0.0
2.5703125,0.0
2.57421875,0.0
2.578125,0.0
2.58203125,0.0
2.5859375,0.0
2.58984375,0.0
2.59375,0.0
2.59765625,0.0
2.6015625,0.0
2.60546875,0.0
2.609375,0.0
2.61328125,0.0
2.6171875,0.0
2.62109375,0.0
2.625,0.0
2.62890625,0.0
2.6328125,0.0
2.63671875,0.0
2.640625,0.0
2.64453125,0.0
2.6484375,0.0
2.65234375,0.0
2.65625,0.0
2.66015625,0.0
2.6640625,0.0
2.66796875,0.0
2.671875,0.0
2.67578125,0.0
2.6796875,0.0
2.68359375,0.0
2.6875,0.0
2.69140625,0.0
2.6953125,0.0
2.69921875,0.0
2.703125,0.0
2.70703125,0.0
2.7109375,0.0
2.71484375,0.0
2.71875,0.0
2.72265625,0.0
2.7265625,0.0
2.73046875,0.0
2.734375,0.0
2.73828125,0.0
2.7421875,0.0
2.74609375,0.0
2.75,0.0
2.75390625,0.0
2.7578125,0.0
2.76171875,0.0
2.765625,0.0
2.76953125,0.0
2.7734375,0.0
2.77734375,0.0
2.78125,0.0
2.78515625,0.0
2.7890625,0.0
2.79296875,0.0
2.796875,0.0
2.80078125,0.0
2.8046875,0.0
2.80859375,0.0
2.8125,0.0
2.81640625,0.0
2.8203125,0.0
2.82421875,0.0
2.828125,0.0
2.83203125,0.0
2.8359375,0.0
2.83984375,0.0
2.84375,0.0
2.84765625,0.0
2.8515625,0.0
2.85546875,0.0
2.859375,0.0
2.86328125,0.0
2.8671875,0.0
2.87109375,0.0
2.875,0.0
2.87890625,0.0
2.8828125,0.0
2.88671875,0.0
2.890625,0.0
2.89453125,0.0
2.8984375,0.0
2.90234375,0.0
2.90625,0.0
2.91015625,0.0
2.9140625,0.0
2.91796875,0.0
2.921875,0.0
2.92578125,0.0
2.9296875,0.0
2.93359375,0.0
2.9375,0.0
2.94140625,0.0
2.9453125,0.0
2.94921875,0.0
2.953125,0.0
2.95703125,0.0
2.9609375,0.0
2.96484375,0.0
2.96875,0.0
2.97265625,0.0
2.9765625,0.0
2.98046875,0.0
2.984375,0.0
2.98828125,0.0
2.9921875,0.0
2.99609375,0.0
3.0,0.0
3.00390625,0.0
3.0078125,0.0
3.01171875,0.0
3.015625,0.0
3.01953125,0.0
3.0234375,0.0
3.02734375,0.0
3.03125,0.0
3.03515625,0.0
3.0390625,0.0
3.04296875,0.0
3.046875,0.0
3.05078125,0.0
3.0546875,0.0
3.05859375,0.0
3.0625,0.0
3.06640625,0.0
3.0703125,0.0
3.07421875,0.0
3.078125,0.0
3.08203125,0.0
3.0859375,0.0
3.08984375,0.0
3.09375,0.0
3.09765625,0.0
3.1015625,0.0
3.10546875,0.0
3.109375,0.0
3.11328125,0.0
3.1171875,0.0
3.12109375,0.0
3.125,0.0
3.12890625,0.0
3.1328125,0.0
3.13671875,0.0
3.140625,0.0
3.14453125,0.0
3.1484375,0.0
3.15234375,0.0
3.15625,0.0
3.16015625,0.0
3.1640625,0.0
3.16796875,0.0
3.171875,0.0
3.17578125,0.0
3.1796875,0.0
3.18359375,0.0
3.1875,0.0
3.19140625,0.0
3.1953125,0.0
3.19921875,0.0
3.203125,0.0
3.20703125,0.0
3.2109375,0.0
3.21484375,0.0
3.21875,0.0
3.22265625,0.0
3.2265625,0.0
3.23046875,0.0
3.234375,0.0
3.23828125,0.0
3.2421875,0.0
3.24609375,0.0
3.25,0.0
3.25390625,0.0
3.2578125,0.0
3.26171875,0.0
3.265625,0.0
3.26953125,0.0
3.2734375,0.0
3.27734375,0.0
3.28125,0.0
3.28515625,0.0
3.2890625,0.0
3.29296875,0.0
3.296875,0.0
3.30078125,0.0
3.3046875,0.0
3.30859375,0.0
3.3125,0.0
3.31640625,0.0
3.3203125,0.0
3.32421875,0.0
3.328125,0.0
3.33203125,0.0
3.3359375,0.0
3.33984375,0.0
3.34375,0.0
3.34765625,0.0
3.3515625,0.0
3.35546875,0.0
3.359375,0.0
3.36328125,0.0
3.3671875,0.0
3.37109375,0.0
3.375,0.0
3.37890625,0.0
3.3828125,0.0
3.38671875,0.0
3.390625,0.0
3.39453125,0.0
3.3984375,0.0
3.40234375,0.0
3.40625,0.0
3.41015625,0.0
3.4140625,0.0
3.41796875,0.0
3.421875,0.0
3.42578125,0.0
3.4296875,0.0
3.43359375,0.0
3.4375,0.0
3.44140625,0.0
3.4453125,0.0
3.44921875,0.0
3.453125,0.0
3.45703125,0.0
3.4609375,0.0
3.46484375,0.0
3.46875,0.0
3.47265625,0.0
3.4765625,0.0
3.48046875,0.0
3.484375,0.0
3.48828125,0.0
3.4921875,0.0
3.49609375,0.0
3.5,0.0
3.50390625,0.0
3.5078125,0.0
3.51171875,0.0
3.515625,0.0
3.51953125,0.0
3.5234375,0.0
3.52734375,0.0
3.53125,0.0
3.53515625,0.0
3.5390625,0.0
3.54296875,0.0
3.546875,0.0
3.55078125,0.0
3.5546875,0.0
3.55859375,0.0
3.5625,0.0
3.56640625,0.0
3.5703125,0.0
3.57421875,0.0
3.578125,0.0
3.58203125,0.0
3.5859375,0.0
3.58984375,0.0
3.59375,0.0
3.59765625,0.0
3.6015625,0.0
3.60546875,0.0
3.609375,0.0
3.61328125,0.0
3.6171875,0.0
3.62109375,0.0
3.625,0.0
3.62890625,0.0
3.6328125,0.0
3.63671875,0.0
3.640625,0.0
3.64453125,0.0
3.6484375,0.0
3.65234375,0.0
3.65625,0.0
3.66015625,0.0
3.6640625,0.0
3.66796875,0.0
3.671875,0.0
3.67578125,0.0
3.6796875,0.0
3.68359375,0.0
3.6875,0.0
3.69140625,0.0
3.6953125,0.0
3.69921875,0.0
3.703125,0.0
3.70703125,0.0
3.7109375,0.0
3.71484375,0.0
3.71875,0.0
3.72265625,0.0
3.7265625,0.0
3.73046875,0.0
3.734375,0.0
3.73828125,0.0
3.7421875,0.0
3.74609375,0.0
3.75,0.0
3.75390625,0.0
3.7578125,0.0
3.76171875,0.0
3.765625,0.0
3.76953125,0.0
3.7734375,0.0
3.77734375,0.0
3.78125,0.0
3.78515625,0.0
3.7890625,0.0
3.79296875,0.0
3.796875,0.0
3.80078125,0.0
3.8046875,0.0
3.80859375,0.0
3.8125,0.0
3.81640625,0.0
3.8203125,0.0
3.82421875,0.0
3.828125,0.0
3.83203125,0.0
3.8359375,0.0
3.83984375,0.0
3.84375,0.0
3.84765625,0.0
3.8515625,0.0
3.85546875,0.0
3.859375,0.0
3.86328125,0.0
3.8671875,0.0
3.87109375,0.0
3.875,0.0
3.87890625,0.0
3.8828125,0.0
3.88671875,0.0
3.890625,0.0
3.89453125,0.0
3.8984375,0.0
3.90234375,0.0
3.90625,0.0
3.91015625,0.0
3.9140625,0.0
3.91796875,0.0
3.921875,0.0
3.92578125,0.0
3.9296875,0.0
3.93359375,0.0
3.9375,0.0
3.94140625,0.0
3.9453125,0.0
3.94921875,0.0
3.953125,0.0
3.95703125,0.0
3.9609375,0.0
3.96484375,0.0
3.96875,0.0
3.97265625,0.0
3.9765625,0.0
3.98046875,0.0
3.984375,0.0
3.98828125,0.0
3.9921875,0.0
3.99609375,0.0
4.0,0.0
4.00390625,0.0
4.0078125,0.0
4.01171875,0.0
4.015625,0.0
4.01953125,0.0
4.0234375,0.0
4.02734375,0.0
4.03125,0.0
4.03515625,0.0
4.0390625,0.0
4.04296875,0.0
4.046875,0.0
4.05078125,0.0
4.0546875,0.0
4.05859375,0.0
4.0625,0.0
4.06640625,0.0
4.0703125,0.0
4.07421875,0.0
4.078125,0.0
4.08203125,0.0
4.0859375,0.0
4.08984375,0.0
4.09375,0.0
4.09765625,0.0
4.1015625,0.0
4.10546875,0.0
4.109375,0.0
4.11328125,0.0
4.1171875,0.0
4.12109375,0.0
4.125,0.0
4.12890625,0.0
4.1328125,0.0
4.13671875,0.0
4.140625,0.0
4.14453125,0.0
4.1484375,0.0
4.15234375,0.0
4.15625,0.0
4.16015625,0.0
4.1640625,0.0
4.16796875,0.0
4.171875,0.0
4.17578125,0.0
4.1796875,0.0
4.18359375,0.0
4.1875,0.0
4.19140625,0.0
4.1953125,0.0
4.19921875,0.0
4.203125,0.0
4.20703125,0.0
4.2109375,0.0
4.21484375,0.0
4.21875,0.0
4.22265625,0.0
4.2265625,0.0
4.23046875,0.0
4.234375,0.0
4.23828125,0.0
4.2421875,0.0
4.24609375,0.0
4.25,0.0
4.25390625,0.0
4.2578125,0.0
4.26171875,0.0
4.265625,0.0
4.26953125,0.0
4.2734375,0.0
4.27734375,0.0
4.28125,0.0
4.28515625,0.0
4.2890625,0.0
4.29296875,0.0
4.296875,0.0
4.30078125,0.0
4.3046875,0.0
4.30859375,0.0
4.3125,0.0
4.31640625,0.0
4.3203125,0.0
4.32421875,0.0
4.328125,0.0
4.33203125,0.0
4.3359375,0.0
4.33984375,0.0
4.34375,0.0
4.34765625,0.0
4.3515625,0.0
4.35546875,0.0
4.359375,0.0
4.36328125,0.0
4.3671875,0.0
4.37109375,0.0
4.375,0.0
4.37890625,0.0
4.3828125,0.0
4.38671875,0.0
4.390625,0.0
4.39453125,0.0
4.3984375,0.0
4.40234375,0.0
4.40625,0.0
4.41015625,0.0
4.4140625,0.0
4.41796875,0.0
4.421875,0.0
4.42578125,0.0
4.4296875,0.0
4.43359375,0.0
4.4375,0.0
4.44140625,0.0
4.4453125,0.0
4.44921875,0.0
4.453125,0.0
4.45703125,0.0
4.4609375,0.0
4.46484375,0.0
4.46875,0.0
4.47265625,0.0
4.4765625,0.0
4.48046875,0.0
4.484375,0.0
4.48828125,0.0
4.4921875,0.0
4.49609375,0.0
4.5,0.0
4.50390625,0.0
4.5078125,0.0
4.51171875,0.0
4.515625,0.0
4.51953125,0.0
4.5234375,0.0
4.52734375,0.0
4.53125,0.0
4.53515625,0.0
4.5390625,0.0
4.54296875,0.0
4.546875,0.0
4.55078125,0.0
4.5546875,0.0
4.55859375,0.0
4.5625,0.0
4.56640625,0.0
4.5703125,0.0
4.57421875,0.0
4.578125,0.0
4.58203125,0.0
4.5859375,0.0
4.58984375,0.0
4.59375,0.0
4.59765625,0.0
4.6015625,0.0
4.60546875,0.0
4.609375,0.0
4.61328125,0.0
4.6171875,0.0
4.62109375,0.0
4.625,0.0
4.62890625,0.0
4.6328125,0.0
4.63671875,0.0
4.640625,0.0
4.64453125,0.0
4.6484375,0.0
4.65234375,0.0
4.65625,0.0
4.66015625,0.0
4.6640625,0.0
4.66796875,0.0
4.671875,0.0
4.67578125,0.0
4.6796875,0.0
4.68359375,0.0
4.6875,0.0
4.69140625,0.0
4.6953125,0.0
4.69921875,0.0
4.703125,0.0
4.70703125,0.0
4.7109375,0.0
4.71484375,0.0
4.71875,0.0
4.72265625,0.0
4.7265625,0.0
4.73046875,0.0
4.734375,0.0
4.73828125,0.0
4.7421875,0.0
4.74609375,0.0
4.75,0.0
4.75390625,0.0
4.7578125,0.0
4.76171875,0.0
4.765625,0.0
4.76953125,0.0
4.7734375,0.0
4.77734375,0.0
4.78125,0.0
4.78515625,0.0
4.7890625,0.0
4.79296875,0.0
4.796875,0.0
4.80078125,0.0
4.8046875,0.0
4.80859375,0.0
4.8125,0.0
4.81640625,0.0
4.8203125,0.0
4.82421875,0.0
4.828125,0.0
4.83203125,0.0
4.8359375,0.0
4.83984375,0.0
4.84375,0.0
4.84765625,0.0
4.8515625,0.0
4.85546875,0.0
4.859375,0.0
4.86328125,0.0
4.8671875,0.0
4.87109375,0.0
4.875,0.0
4.87890625,0.0
4.8828125,0.0
4.88671875,0.0
4.890625,0.0
4.89453125,0.0
4.8984375,0.0
4.90234375,0.0
4.90625,0.0
4.91015625,0.0
4.9140625,0.0
4.91796875,0.0
4.921875,0.0
4.92578125,0.0
4.9296875,0.0
4.93359375,0.0
4.9375,0.0
4.94140625,0.0
4.9453125,0.0
4.94921875,0.0
4.953125,0.0
4.95703125,0.0
4.9609375,0.0
4.96484375,0.0
4.96875,0.0
4.97265625,0.0
4.9765625,0.0
4.98046875,0.0
4.984375,0.0
4.98828125,0.0
4.9921875,0.0
4.99609375,0.0
5.0,0.0
5.00390625,0.0
5.0078125,0.0
5.01171875,0.0
5.015625,0.0
5.01953125,0.0
5.0234375,0.0
5.02734375,0.0
5.03125,0.0
5.03515625,0.0
5.0390625,0.0
5.04296875,0.0
5.046875,0.0
5.05078125,0.0
5.0546875,0.0
5.05859375,0.0
5.0625,0.0
5.06640625,0.0
5.0703125,0.0
5.07421875,0.0
5.078125,0.0
5.08203125,0.0
5.0859375,0.0
5.08984375,0.0
5.09375,0.0
5.09765625,0.0
5.1015625,0.0
5.10546875,0.0
5.109375,0.0
5.11328125,0.0
5.1171875,0.0
5.12109375,0.0
5.125,0.0
5.12890625,0.0
5.1328125,0.0
5.13671875,0.0
5.140625,0.0
5.14453125,0.0
5.1484375,0.0
5.15234375,0.0
5.15625,0.0
5.16015625,0.0
5.1640625,0.0
5.16796875,0.0
5.171875,0.0
5.17578125,0.0
5.1796875,0.0
5.18359375,0.0
5.1875,0.0
5.19140625,0.0
5.1953125,0.0
5.19921875,0.0
5.203125,0.0
5.20703125,0.0
5.2109375,0.0
5.21484375,0.0
5.21875,0.0
5.22265625,0.0
5.2265625,0.0
5.23046875,0.0
5.234375,0.0
5.23828125,0.0
5.2421875,0.0
5.24609375,0.0
5.25,0.0
5.25390625,0.0
5.2578125,0.0
5.26171875,0.0
5.265625,0.0
5.26953125,0.0
5.2734375,0.0
5.27734375,0.0
5.28125,0.0
5.28515625,0.0
5.2890625,0.0
5.29296875,0.0
5.296875,0.0
5.30078125,0.0
5.3046875,0.0
5.30859375,0.0
5.3125,0.0
5.31640625,0.0
5.3203125,0.0
5.32421875,0.0
5.328125,0.0
5.33203125,0.0
5.3359375,0.0
5.33984375,0.0
5.34375,0.0
5.34765625,0.0
5.3515625,0.0
5.35546875,0.0
5.359375,0.0
5.36328125,0.0
5.3671875,0.0
5.37109375,0.0
5.375,0.0
5.37890625,0.0
5.3828125,0.0
5.38671875,0.0
5.390625,0.0
5.39453125,0.0
5.3984375,0.0
5.40234375,0.0
5.40625,0.0
5.41015625,0.0
5.4140625,0.0
5.41796875,0.0
5.421875,0.0
5.42578125,0.0
5.4296875,0.0
5.43359375,0.0
5.4375,0.0
5.44140625,0.0
5.4453125,0.0
5.44921875,0.0
5.453125,0.0
5.45703125,0.0
5.4609375,0.0
5.46484375,0.0
5.46875,0.0
5.47265625,0.0
5.4765625,0.0
5.48046875,0.0
5.484375,0.0
5.48828125,0.0
5.4921875,0.0
5.49609375,0.0
5.5,0.0
5.50390625,0.0
5.5078125,0.0
5.51171875,0.0
5.515625,0.0
5.51953125,0.0
5.5234375,0.0
5.52734375,0.0
5.53125,0.0
5.53515625,0.0
5.5390625,0.0
5.54296875,0.0
5.546875,0.0
5.55078125,0.0
5.5546875,0.0
5.55859375,0.0
5.5625,0.0
5.56640625,0.0
5.5703125,0.0
5.57421875,0.0
5.578125,0.0
5.58203125,0.0
5.5859375,0.0
5.58984375,0.0
5.59375,0.0
5.59765625,0.0
5.6015625,0.0
5.60546875,0.0
5.609375,0.0
5.61328125,0.0
